Columna 1,Columna 2,Columna 3,Columna 4,Columna 5,Columna 6,Columna 7,Columna 8,Columna 9,Columna 10,Columna 11,Columna 12,Columna 13,Columna 14,Columna 15
98076270Devolución,CC02-1,Cyber Monday,42.752,2,5.45,5.45,2,41115,41135,ECUador,Quito,EC,,
98076271Devolución,L03-5,Cyber Monday,71.976,3,7,3,2,41115,41131,ECUador,Quito,EC,,
98076269Normal,L05-4,Non,121.64999999999999,3,8.68,6.68,1,41115,41122,PERú,Lima,PE,,
98076268Normal,L07-2,Cyber Monday,90.936,3,9.36,4.36,3,41115,41133,BRAsil,Rio,BR,,
98076266Normal,CC01-4,Balck Fraday,39.3975,1,5.65,3.65,2,41116,42665,República DOminiCana,Santo Domingo,RD,,
98076263Normal,L01-4,Balck Fraday,23.0625,1,8.89,5.89,3,41117,41131,VENezuela,Caracas,VE,,
98076264Normal,L05-3,Cyber Monday,97.32,3,7.22,4.22,3,41117,41135,BRAsil,Rio,BR,,
98076265Devolución,L06-5,Non,42.55,1,10,4,3,41117,42664,ECUador,Quito,EC,,
98076258Normal,CC01-5,Day Off Full,89.301,2,8.12,4.12,2,41118,41135,PERú,Lima,PE,,
98076259Normal,L01-3,Balck Fraday,46.125,2,9.9,3.9,2,41118,41129,República DOminiCana,Santo Domingo,RD,,
98076262Devolución,L02-2,Balck Fraday,30.150000000000002,1,9,7,2,41118,42672,ARGentina,Rosario,AR,,
98076257Normal,L04-6,Non,90.300000000000011,3,5.22,5.22,3,41118,41133,ECUador,Quito,EC,,
98076261Devolución,L05-3,Cyber Monday,97.32,3,5.65,5.65,3,41118,41125,VENezuela,Caracas,VE,,
98076260Normal,L07-5,Non,113.67,3,9.89,4.89,3,41118,41136,PERú,Lima,PE,,
98076255Normal,L01-6,Balck Fraday,69.1875,3,7.9,6.9,2,41119,41134,República DOminiCana,Santo Domingo,RD,,
98076254Normal,L03-2,Cyber Monday,71.976,3,5.99,6.99,1,41119,41132,VENezuela,Caracas,VE,,
98076256Normal,L04-2,Non,90.300000000000011,3,8.9,3.9,2,41119,42673,BRAsil,Rio,BR,,
98076250Normal,B05-3,Cyber Monday,81.04,2,7,4,3,41120,41136,PARaguay,Asunción,PA,,
98076252Devolución,CB01-4,Special Day,432.95849999999996,3,9.61,6.61,3,41120,41135,URUguay,Montevideo,UR,,
98076249Normal,CC01-3,Special Day,68.289,2,6.1,4.1,1,41120,41127,PARaguay,Asunción,PA,,
98076253Normal,CC02-3,Non,53.44,2,7.12,3.12,3,41120,42666,PARaguay,Asunción,PA,,
98076247Devolución,L01-1,Non,30.75,1,9.33,3.33,3,41120,41138,PERú,Lima,PE,,
98076248Normal,L01-3,Non,30.75,1,6.61,6.61,3,41120,41131,PERú,Lima,PE,,
98076251Normal,L01-7,Non,61.5,2,5.86,3.86,3,41120,41136,PERú,Lima,PE,,
98076246Normal,CB01-2,Non,666.08999999999992,3,9.68,4.68,1,41121,42665,BRAsil,Rio,BR,,
98076245Normal,CC02-3,Non,26.72,1,6.55,3.55,3,41121,41128,VENezuela,Caracas,VE,,
98076241Normal,L03-5,Non,89.97,3,8.45,6.45,3,41121,41135,URUguay,Montevideo,UR,,
98076242Normal,L05-2,Special Day,26.357499999999998,1,6.86,6.86,3,41121,41132,ECUador,Quito,EC,,
98076243Devolución,L05-5,Non,121.64999999999999,3,6.22,6.22,3,41121,41138,ECUador,Quito,EC,,
98076244Normal,L07-7,Non,113.67,3,8.1,3.1,1,41121,41138,PERú,Lima,PE,,
98076239Normal,CC01-1,Cyber Monday,84.048,2,5.2,6.2,3,41122,41142,BRAsil,Rio,BR,,
98076238Devolución,L01-6,Non,92.25,3,6.1,5.1,2,41122,41130,PARaguay,Asunción,PA,,
98076240Normal,L02-5,Non,120.60000000000001,3,6.1,5.1,2,41122,42672,VENezuela,Caracas,VE,,
98076237Normal,CC01-5,Day Off Full,133.9515,3,5.33,5.33,2,41123,42663,ECUador,Quito,EC,,
98076235Devolución,L05-7,Non,81.1,2,5.88,3.88,1,41123,41131,BRAsil,Rio,BR,,
98076236Normal,L06-2,Non,127.64999999999999,3,5.73,4.73,1,41123,41141,URUguay,Montevideo,UR,,
98076231Normal,CB01-7,Special Day,144.31949999999998,1,5.58,6.58,3,41124,41143,PARaguay,Asunción,PA,,
98076234Normal,CB01-2,Non,222.02999999999997,1,6.88,3.88,1,41124,42666,ARGentina,Rosario,AR,,
98076232Normal,L05-7,Non,40.55,1,8.68,5.68,3,41124,41141,URUguay,Montevideo,UR,,
98076233Normal,L05-5,Day Off Full,34.467499999999994,1,5.58,3.58,2,41124,41135,URUguay,Montevideo,UR,,
98076226Normal,B04-1,Non,141.76,2,7.84,5.84,3,41125,41136,PERú,Lima,PE,,
98076229Devolución,CB01-6,Non,666.08999999999992,3,7.45,5.45,2,41125,41136,ARGentina,Rosario,AR,,
98076230Normal,CB01-6,Cyber Monday,355.248,2,8.61,5.61,1,41125,42674,URUguay,Montevideo,UR,,
98076228Normal,CC01-2,Cyber Monday,42.024,1,9.45,5.45,2,41125,41135,PERú,Lima,PE,,
98076227Devolución,L04-4,Cyber Monday,72.240000000000009,3,7.45,4.45,2,41125,41143,BRAsil,Rio,BR,,
98076225Devolución,L06-5,Balck Fraday,31.912499999999998,1,8.61,6.61,3,41125,41143,URUguay,Montevideo,UR,,
98076219Normal,B04-6,Non,70.88,1,7,6,2,41126,41141,URUguay,Montevideo,UR,,
98076224Normal,C10-6,Non,137.57999999999998,3,9.12,3.12,1,41126,42672,PERú,Lima,PE,,
98076220Normal,CC01-3,Balck Fraday,118.1925,3,9.14,5.14,2,41126,41138,ARGentina,Rosario,AR,,
98076223Normal,CC01-1,Non,52.53,1,9.33,6.33,3,41126,41142,ECUador,Quito,EC,,
98076221Normal,L02-1,Cyber Monday,96.480000000000018,3,10,6,3,41126,41144,República DOminiCana,Santo Domingo,RD,,
98076218Devolución,L04-7,Cyber Monday,24.080000000000002,1,6.36,6.36,2,41126,41144,CHIle,Viña del Mar,CH,,
98076222Normal,L04-2,Non,60.2,2,9.2,6.2,2,41126,41138,ARGentina,Rosario,AR,,
98076213Normal,CB01-4,Cyber Monday,532.872,3,6.58,4.58,3,41127,41142,ECUador,Quito,EC,,
98076214Normal,CC01-3,Non,105.06,2,7.73,4.73,1,41127,41134,BRAsil,Rio,BR,,
98076217Devolución,CC02-2,Non,26.72,1,8.1,4.1,1,41127,42664,ECUador,Quito,EC,,
98076215Normal,L01-6,Non,61.5,2,10,4,2,41127,41147,PERú,Lima,PE,,
98076216Normal,L02-6,Balck Fraday,60.300000000000004,2,8.55,3.55,1,41127,41138,ECUador,Quito,EC,,
98076211Normal,B01-3,Cyber Monday,40.096000000000004,1,7.36,4.36,2,41128,41145,URUguay,Montevideo,UR,,
98076210Normal,CC01-7,Cyber Monday,42.024,1,7.14,3.14,1,41128,41141,CHIle,Viña del Mar,CH,,
98076212Normal,L05-4,Non,81.1,2,9.68,6.68,1,41128,42670,BRAsil,Rio,BR,,
98076209Normal,B04-5,Cyber Monday,56.704,1,8.14,6.14,2,41129,42668,ECUador,Quito,EC,,
98076208Normal,CB01-4,Balck Fraday,166.52249999999998,1,6.99,5.99,1,41129,41140,URUguay,Montevideo,UR,,
98076207Normal,L02-3,Cyber Monday,32.160000000000004,1,6.58,3.58,3,41129,41146,ECUador,Quito,EC,,
98076204Normal,C11-6,Non,97.83,3,5.84,3.84,3,41130,41148,ECUador,Quito,EC,,
98076205Normal,CC01-3,Cyber Monday,126.072,3,8.86,6.86,3,41130,41148,PERú,Lima,PE,,
98076202Normal,CC02-7,Non,80.16,3,6.61,6.61,1,41130,41146,BRAsil,Rio,BR,,
98076206Normal,L05-3,Cyber Monday,64.88,2,8.45,3.45,3,41130,42676,ARGentina,Rosario,AR,,
98076203Normal,L07-7,Special Day,73.885500000000008,3,9,7,2,41130,41142,VENezuela,Caracas,VE,,
98076196Devolución,CB01-6,Balck Fraday,499.56749999999994,3,6.88,4.88,3,41131,41143,ARGentina,Rosario,AR,,
98076198Normal,CB01-3,Cyber Monday,177.624,1,6.1,3.1,1,41131,41146,URUguay,Montevideo,UR,,
98076197Normal,CC02-5,Non,80.16,3,5.99,3.99,2,41131,41139,VENezuela,Caracas,VE,,
98076200Normal,CC02-1,Special Day,17.368,1,8.84,4.84,1,41131,41143,PERú,Lima,PE,,
98076201Normal,L04-6,Non,30.1,1,6.99,3.99,3,41131,42675,PARaguay,Asunción,PA,,
98076199Devolución,L05-4,Non,121.64999999999999,3,9.99,6.99,3,41131,41143,ECUador,Quito,EC,,
98076194Normal,CC01-3,Non,52.53,1,5.55,3.55,2,41132,41150,ARGentina,Rosario,AR,,
98076195Normal,CC01-2,Non,157.59,3,9.68,3.68,2,41132,42669,ECUador,Quito,EC,,
98076192Normal,L04-4,Balck Fraday,67.725000000000009,3,9.22,4.22,3,41132,41149,BRAsil,Rio,BR,,
98076193Devolución,L05-4,Day Off Full,34.467499999999994,1,5,6,2,41132,41146,ECUador,Quito,EC,,
98076188Normal,CB01-6,Cyber Monday,355.248,2,5.65,4.65,2,41133,41149,BRAsil,Rio,BR,,
98076190Normal,CC01-2,Non,105.06,2,9.99,6.99,1,41133,41149,PARaguay,Asunción,PA,,
98076189Devolución,CC02-6,Non,80.16,3,8.99,4.99,2,41133,41148,ARGentina,Rosario,AR,,
98076191Devolución,L03-1,Non,89.97,3,8.75,4.75,3,41133,42672,URUguay,Montevideo,UR,,
98076181Devolución,CB01-4,Cyber Monday,532.872,3,5.55,4.55,1,41134,41154,ARGentina,Rosario,AR,,
98076182Normal,CB01-1,Non,666.08999999999992,3,9.55,4.55,1,41134,41150,BRAsil,Rio,BR,,
98076187Normal,CC02-6,Day Off Full,68.136,3,8.2,6.2,2,41134,42674,ARGentina,Rosario,AR,,
98076184Normal,L01-4,Balck Fraday,69.1875,3,5.88,5.88,2,41134,41146,BRAsil,Rio,BR,,
98076186Devolución,L02-6,Non,40.2,1,7.58,5.58,3,41134,41154,ARGentina,Rosario,AR,,
98076183Normal,L06-2,Non,85.1,2,6.14,4.14,3,41134,41142,ECUador,Quito,EC,,
98076185Normal,L06-5,Balck Fraday,95.7375,3,6.58,6.58,3,41134,41145,ARGentina,Rosario,AR,,
98076179Normal,B05-7,Cyber Monday,81.04,2,7,5,1,41135,41143,BRAsil,Rio,BR,,
98076178Normal,C10-1,Cyber Monday,36.688,1,8,6,2,41135,41143,CHIle,Viña del Mar,CH,,
98076180Normal,L07-4,Cyber Monday,30.312,1,5,4,2,41135,42675,ARGentina,Rosario,AR,,
98076176Normal,CB01-4,Non,222.02999999999997,1,6.22,4.22,2,41136,41152,ECUador,Quito,EC,,
98076174Normal,CC01-6,Cyber Monday,126.072,3,8.22,5.22,3,41136,41156,CHIle,Viña del Mar,CH,,
98076175Normal,CC02-3,Balck Fraday,60.12,3,5.61,4.61,2,41136,41146,URUguay,Montevideo,UR,,
98076177Devolución,L02-1,Non,80.4,2,6.33,5.33,3,41136,42671,PERú,Lima,PE,,
98076169Normal,CC01-1,Non,105.06,2,9.99,5.99,1,41137,41153,PARaguay,Asunción,PA,,
98076170Normal,CC01-6,Cyber Monday,84.048,2,7.45,3.45,2,41137,41148,URUguay,Montevideo,UR,,
98076172Normal,CC01-2,Non,157.59,3,9.55,4.55,1,41137,41153,BRAsil,Rio,BR,,
98076171Devolución,L02-1,Cyber Monday,64.320000000000007,2,8.68,4.68,1,41137,41154,PARaguay,Asunción,PA,,
98076173Normal,L02-6,Cyber Monday,96.480000000000018,3,7.55,6.55,3,41137,42667,CHIle,Viña del Mar,CH,,
98076168Devolución,L06-3,Cyber Monday,102.12,3,5.22,4.22,2,41137,41151,VENezuela,Caracas,VE,,
98076164Normal,CB01-3,Non,222.02999999999997,1,9.75,4.75,2,41138,41154,VENezuela,Caracas,VE,,
98076165Normal,CC01-5,Balck Fraday,78.795,2,10,3,1,41138,41150,República DOminiCana,Santo Domingo,RD,,
98076166Normal,CC02-4,Cyber Monday,42.752,2,7,3,3,41138,41153,URUguay,Montevideo,UR,,
98076163Normal,L04-2,Non,30.1,1,6.84,3.84,1,41138,41157,República DOminiCana,Santo Domingo,RD,,
98076162Normal,L05-7,Special Day,52.714999999999996,2,8.58,6.58,3,41138,41153,ECUador,Quito,EC,,
98076167Normal,L05-6,Non,40.55,1,8.45,5.45,3,41138,42673,BRAsil,Rio,BR,,
98076155Normal,CB01-1,Day Off Full,377.45099999999996,2,9.12,6.12,3,41139,41155,ARGentina,Rosario,AR,,
98076156Normal,CC01-1,Non,52.53,1,6.75,4.75,2,41139,41153,PERú,Lima,PE,,
98076161Normal,CC02-7,Non,26.72,1,5.89,5.89,1,41139,42677,ECUador,Quito,EC,,
98076159Normal,L01-1,Non,30.75,1,5.61,4.61,3,41139,41159,PERú,Lima,PE,,
98076157Devolución,L03-4,Non,29.99,1,8.61,4.61,1,41139,41152,PERú,Lima,PE,,
98076160Normal,L03-4,Cyber Monday,47.984,2,10,7,2,41139,41157,República DOminiCana,Santo Domingo,RD,,
98076158Normal,L05-4,Non,81.1,2,7.33,6.33,1,41139,41155,URUguay,Montevideo,UR,,
98076152Normal,CB01-3,Non,444.05999999999995,2,8.55,5.55,3,41140,41151,ARGentina,Rosario,AR,,
98076154Normal,CC01-5,Cyber Monday,42.024,1,6.14,6.14,3,41140,42674,BRAsil,Rio,BR,,
98076153Normal,L03-7,Special Day,19.4935,1,8.88,3.88,1,41140,41148,CHIle,Viña del Mar,CH,,
98076147Normal,C14-6,Balck Fraday,89.1225,3,7.65,6.65,3,41141,41155,ECUador,Quito,EC,,
98076146Normal,CB01-7,Non,444.05999999999995,2,7.88,5.88,1,41141,41156,BRAsil,Rio,BR,,
98076150Normal,CC01-3,Non,105.06,2,6.55,6.55,2,41141,41158,URUguay,Montevideo,UR,,
98076151Normal,CC01-7,Cyber Monday,42.024,1,8.86,5.86,1,41141,42674,PERú,Lima,PE,,
98076148Normal,CC02-1,Cyber Monday,42.752,2,7.55,3.55,1,41141,41151,República DOminiCana,Santo Domingo,RD,,
98076149Devolución,L05-4,Cyber Monday,64.88,2,9.73,6.73,1,41141,41158,ECUador,Quito,EC,,
98076144Normal,CB01-2,Non,666.08999999999992,3,5.86,4.86,1,41142,41161,URUguay,Montevideo,UR,,
98076143Normal,L01-3,Non,30.75,1,7.61,5.61,1,41142,41149,República DOminiCana,Santo Domingo,RD,,
98076142Normal,L02-6,Day Off Full,68.34,2,8.14,4.14,3,41142,41153,BRAsil,Rio,BR,,
98076145Normal,L02-4,Cyber Monday,96.480000000000018,3,7.58,5.58,2,41142,42678,ECUador,Quito,EC,,
98076141Devolución,C10-6,Non,137.57999999999998,3,5.45,4.45,3,41143,42674,República DOminiCana,Santo Domingo,RD,,
98076140Normal,L05-3,Cyber Monday,32.44,1,9.89,6.89,3,41143,41151,ECUador,Quito,EC,,
98076137Normal,C10-2,Cyber Monday,73.376,2,8.73,4.73,1,41144,41160,BRAsil,Rio,BR,,
98076139Normal,CB01-1,Non,444.05999999999995,2,5.61,3.61,3,41144,42679,ARGentina,Rosario,AR,,
98076134Normal,L03-7,Balck Fraday,22.4925,1,8.9,4.9,1,41144,41162,VENezuela,Caracas,VE,,
98076135Normal,L04-2,Cyber Monday,24.080000000000002,1,9.84,5.84,1,41144,41152,PERú,Lima,PE,,
98076138Normal,L04-2,Cyber Monday,72.240000000000009,3,7.33,3.33,3,41144,41151,CHIle,Viña del Mar,CH,,
98076136Devolución,L05-3,Balck Fraday,60.824999999999996,2,7.1,6.1,3,41144,41156,VENezuela,Caracas,VE,,
98076132Normal,CC01-5,Non,105.06,2,6.45,5.45,3,41145,41156,VENezuela,Caracas,VE,,
98076131Normal,CC02-7,Non,80.16,3,5.68,6.68,3,41145,41163,VENezuela,Caracas,VE,,
98076133Devolución,L03-3,Non,89.97,3,6.75,3.75,1,41145,42668,PERú,Lima,PE,,
98076127Devolución,CC01-4,Cyber Monday,84.048,2,7.86,5.86,1,41146,41162,BRAsil,Rio,BR,,
98076129Normal,CC01-4,Cyber Monday,84.048,2,6.25,4.25,2,41146,41157,VENezuela,Caracas,VE,,
98076128Normal,CC02-4,Cyber Monday,42.752,2,7.33,5.33,3,41146,41164,PERú,Lima,PE,,
98076130Normal,L07-6,Non,75.78,2,8.55,3.55,1,41146,42676,CHIle,Viña del Mar,CH,,
98076125Normal,B01-1,Non,50.12,1,7.55,4.55,3,41147,41155,BRAsil,Rio,BR,,
98076123Normal,C13-4,Day Off Full,34.3825,1,6.89,6.89,1,41147,41167,República DOminiCana,Santo Domingo,RD,,
98076122Normal,CB01-7,Non,444.05999999999995,2,6.84,5.84,3,41147,41162,PARaguay,Asunción,PA,,
98076124Normal,CC02-3,Non,26.72,1,8.55,4.55,1,41147,41158,CHIle,Viña del Mar,CH,,
98076126Normal,L06-5,Non,85.1,2,7.58,6.58,3,41147,42669,ECUador,Quito,EC,,
98076119Normal,CB01-7,Balck Fraday,499.56749999999994,3,7.33,6.33,2,41148,41164,URUguay,Montevideo,UR,,
98076120Normal,CB01-6,Cyber Monday,532.872,3,5.61,4.61,3,41148,41158,VENezuela,Caracas,VE,,
98076121Normal,CC01-6,Special Day,102.43350000000001,3,6.33,4.33,1,41148,42679,PARaguay,Asunción,PA,,
98076116Normal,CB01-5,Cyber Monday,532.872,3,5.68,5.68,1,41149,41159,BRAsil,Rio,BR,,
98076117Devolución,CB01-6,Cyber Monday,177.624,1,7,6,3,41149,41159,PARaguay,Asunción,PA,,
98076118Normal,L07-7,Cyber Monday,90.936,3,5.88,4.88,3,41149,42680,BRAsil,Rio,BR,,
98076115Normal,L02-7,Balck Fraday,90.45,3,6.9,4.9,1,41150,42681,República DOminiCana,Santo Domingo,RD,,
98076108Normal,CB01-2,Balck Fraday,333.04499999999996,2,5.12,5.12,3,41151,41160,CHIle,Viña del Mar,CH,,
98076109Normal,CB01-5,Day Off Full,566.17649999999992,3,7.73,4.73,2,41151,41162,URUguay,Montevideo,UR,,
98076111Devolución,CB01-7,Non,444.05999999999995,2,5.68,6.68,1,41151,41164,PARaguay,Asunción,PA,,
98076114Normal,CC01-3,Cyber Monday,42.024,1,6,5,3,41151,42672,URUguay,Montevideo,UR,,
98076113Normal,L01-6,Non,92.25,3,5.45,3.45,1,41151,41159,BRAsil,Rio,BR,,
98076110Normal,L03-5,Cyber Monday,23.992,1,6.58,4.58,2,41151,41163,PERú,Lima,PE,,
98076112Normal,L03-5,Non,29.99,1,7.75,5.75,3,41151,41168,PARaguay,Asunción,PA,,
98076104Devolución,B03-7,Non,211.35000000000002,3,6.99,5.99,3,41152,41172,ARGentina,Rosario,AR,,
98076105Normal,B03-4,Day Off Full,179.6475,3,9.14,6.14,3,41152,41163,PERú,Lima,PE,,
98076107Devolución,B05-1,Cyber Monday,40.52,1,9.73,3.73,2,41152,42670,BRAsil,Rio,BR,,
98076106Normal,L06-6,Balck Fraday,63.824999999999996,2,8.61,5.61,1,41152,41167,ECUador,Quito,EC,,
98076100Normal,CC01-1,Cyber Monday,42.024,1,5,6,2,41153,41165,URUguay,Montevideo,UR,,
98076103Normal,CC01-2,Non,157.59,3,5.61,4.61,1,41153,42671,URUguay,Montevideo,UR,,
98076099Normal,CC02-4,Cyber Monday,64.128,3,6.99,4.99,2,41153,41170,CHIle,Viña del Mar,CH,,
98076102Normal,L02-7,Non,80.4,2,6.55,6.55,1,41153,41168,ECUador,Quito,EC,,
98076101Normal,L03-1,Non,89.97,3,8.22,6.22,3,41153,41163,República DOminiCana,Santo Domingo,RD,,
98076095Normal,CB01-5,Non,222.02999999999997,1,5.14,5.14,2,41154,41174,BRAsil,Rio,BR,,
98076098Devolución,CB01-7,Cyber Monday,355.248,2,8,3,3,41154,42671,URUguay,Montevideo,UR,,
98076094Normal,CC01-3,Day Off Full,44.6505,1,5.88,5.88,1,41154,41170,ARGentina,Rosario,AR,,
98076097Normal,CC01-2,Non,157.59,3,9.89,4.89,3,41154,41166,PARaguay,Asunción,PA,,
98076090Normal,CC02-5,Non,80.16,3,7,6,2,41154,41170,República DOminiCana,Santo Domingo,RD,,
98076096Normal,CC02-2,Non,26.72,1,6.99,6.99,3,41154,41170,República DOminiCana,Santo Domingo,RD,,
98076091Normal,L01-1,Non,61.5,2,7.68,5.68,2,41154,41167,PERú,Lima,PE,,
98076092Normal,L02-5,Balck Fraday,90.45,3,9,4,1,41154,41165,PERú,Lima,PE,,
98076093Normal,L07-7,Cyber Monday,30.312,1,6.33,3.33,3,41154,41161,BRAsil,Rio,BR,,
98076087Normal,L02-6,Day Off Full,34.17,1,8.75,5.75,3,41155,41171,ARGentina,Rosario,AR,,
98076088Normal,L02-2,Day Off Full,34.17,1,7.99,3.99,1,41155,41175,ARGentina,Rosario,AR,,
98076089Devolución,L07-6,Cyber Monday,60.624,2,8.61,3.61,1,41155,42677,CHIle,Viña del Mar,CH,,
98076082Normal,B01-1,Balck Fraday,112.76999999999998,3,9.58,4.58,3,41156,41170,ECUador,Quito,EC,,
98076083Normal,CB01-5,Non,444.05999999999995,2,9,6,1,41156,41165,República DOminiCana,Santo Domingo,RD,,
98076084Normal,CC01-4,Non,105.06,2,7.14,6.14,1,41156,41163,ARGentina,Rosario,AR,,
98076085Normal,CC01-6,Non,105.06,2,7.12,4.12,2,41156,41168,PARaguay,Asunción,PA,,
98076081Devolución,L01-3,Cyber Monday,49.2,2,8,6,1,41156,41167,ARGentina,Rosario,AR,,
98076080Normal,L02-2,Non,80.4,2,8.84,5.84,1,41156,41164,BRAsil,Rio,BR,,
98076086Normal,L05-1,Non,40.55,1,9.14,4.14,3,41156,42683,PARaguay,Asunción,PA,,
98076074Normal,CB01-5,Day Off Full,377.45099999999996,2,8.55,5.55,1,41157,41174,PERú,Lima,PE,,
98076075Normal,CB01-7,Special Day,144.31949999999998,1,5.45,3.45,3,41157,41168,CHIle,Viña del Mar,CH,,
98076077Devolución,CB01-4,Non,222.02999999999997,1,7.99,3.99,2,41157,41170,URUguay,Montevideo,UR,,
98076078Normal,L02-5,Cyber Monday,64.320000000000007,2,5,7,2,41157,41167,PARaguay,Asunción,PA,,
98076079Normal,L05-3,Cyber Monday,64.88,2,7.86,4.86,2,41157,42672,República DOminiCana,Santo Domingo,RD,,
98076076Normal,L07-2,Cyber Monday,60.624,2,9.33,5.33,3,41157,41166,ECUador,Quito,EC,,
98076069Normal,CB01-4,Cyber Monday,355.248,2,6.33,3.33,1,41158,41177,PARaguay,Asunción,PA,,
98076071Normal,CC01-7,Day Off Full,44.6505,1,9.99,3.99,3,41158,41168,CHIle,Viña del Mar,CH,,
98076073Normal,CC01-6,Non,105.06,2,8.1,5.1,3,41158,42679,ECUador,Quito,EC,,
98076072Normal,CC02-6,Non,26.72,1,8.73,3.73,2,41158,41173,BRAsil,Rio,BR,,
98076070Normal,L01-3,Non,61.5,2,6.55,6.55,1,41158,41166,ARGentina,Rosario,AR,,
98076068Normal,B04-6,Cyber Monday,56.704,1,5.61,3.61,2,41159,42680,PERú,Lima,PE,,
98076061Normal,CC01-5,Non,157.59,3,9.55,6.55,1,41159,41171,República DOminiCana,Santo Domingo,RD,,
98076065Normal,CC02-4,Cyber Monday,21.376,1,6,6,3,41159,41178,BRAsil,Rio,BR,,
98076067Devolución,CC02-4,Day Off Full,22.712,1,7.58,6.58,3,41159,41166,VENezuela,Caracas,VE,,
98076062Devolución,L03-2,Non,29.99,1,7.55,5.55,3,41159,41167,URUguay,Montevideo,UR,,
98076063Normal,L04-4,Cyber Monday,48.160000000000004,2,6.99,6.99,3,41159,41172,CHIle,Viña del Mar,CH,,
98076066Normal,L05-1,Balck Fraday,91.2375,3,7.33,4.33,3,41159,41179,BRAsil,Rio,BR,,
98076064Normal,L07-1,Cyber Monday,90.936,3,6.1,4.1,3,41159,41166,CHIle,Viña del Mar,CH,,
98076059Normal,C11-7,Cyber Monday,78.26400000000001,3,9.99,4.99,3,41160,41172,BRAsil,Rio,BR,,
98076057Normal,CB01-4,Non,666.08999999999992,3,6.55,4.55,2,41160,41172,ECUador,Quito,EC,,
98076058Devolución,CC01-2,Special Day,34.1445,1,9.61,4.61,3,41160,41168,URUguay,Montevideo,UR,,
98076056Devolución,L06-5,Non,42.55,1,5.2,3.2,3,41160,41175,CHIle,Viña del Mar,CH,,
98076060Normal,L07-1,Non,37.89,1,9.9,6.9,3,41160,42677,URUguay,Montevideo,UR,,
98076053Normal,CC01-4,Special Day,34.1445,1,5.45,6.45,3,41161,41181,URUguay,Montevideo,UR,,
98076055Normal,CC01-6,Non,52.53,1,8.36,6.36,3,41161,42681,ECUador,Quito,EC,,
98076054Normal,L02-4,Special Day,78.390000000000015,3,8.36,3.36,2,41161,41180,CHIle,Viña del Mar,CH,,
98076052Devolución,CC01-1,Balck Fraday,39.3975,1,6.14,6.14,1,41162,42683,ARGentina,Rosario,AR,,
98076050Devolución,CC02-4,Balck Fraday,60.12,3,5.88,3.88,3,41162,41182,ECUador,Quito,EC,,
98076051Normal,L03-4,Non,29.99,1,8.36,5.36,1,41162,41180,BRAsil,Rio,BR,,
98076046Normal,B05-7,Non,101.3,2,8,7,1,41163,41180,ARGentina,Rosario,AR,,
98076049Normal,CC02-7,Non,53.44,2,6.45,4.45,1,41163,42682,CHIle,Viña del Mar,CH,,
98076048Normal,L05-7,Non,40.55,1,9.84,6.84,1,41163,41177,ARGentina,Rosario,AR,,
98076047Normal,L06-6,Day Off Full,108.50249999999998,3,6.22,4.22,2,41163,41173,PARaguay,Asunción,PA,,
98076043Normal,L03-7,Cyber Monday,47.984,2,6.75,3.75,2,41164,41176,VENezuela,Caracas,VE,,
98076044Normal,L03-4,Non,59.98,2,9.68,5.68,1,41164,41171,PERú,Lima,PE,,
98076045Normal,L05-4,Cyber Monday,32.44,1,8.12,6.12,2,41164,42672,ECUador,Quito,EC,,
98076042Normal,L07-2,Non,37.89,1,7,4,2,41164,41174,ECUador,Quito,EC,,
98076041Normal,CB01-4,Non,444.05999999999995,2,9.99,3.99,3,41165,42682,ARGentina,Rosario,AR,,
98076039Normal,CC01-4,Special Day,34.1445,1,7.99,3.99,2,41165,41182,ECUador,Quito,EC,,
98076040Normal,L07-5,Non,75.78,2,9,6,3,41165,41179,PARaguay,Asunción,PA,,
98076035Normal,B05-6,Day Off Full,129.1575,3,7.22,3.22,2,41166,41181,BRAsil,Rio,BR,,
98076037Devolución,B06-5,Non,50.36,1,8.55,5.55,1,41166,41185,PERú,Lima,PE,,
98076034Normal,CC02-3,Non,26.72,1,5.58,4.58,2,41166,41175,ECUador,Quito,EC,,
98076038Normal,CC02-1,Non,80.16,3,9,7,1,41166,42685,CHIle,Viña del Mar,CH,,
98076036Normal,L02-2,Cyber Monday,96.480000000000018,3,8.33,6.33,3,41166,41181,URUguay,Montevideo,UR,,
98076033Normal,L05-6,Day Off Full,34.467499999999994,1,9.99,5.99,3,41166,41179,PERú,Lima,PE,,
98076031Normal,B05-6,Day Off Full,86.10499999999999,2,5.45,5.45,2,41167,41181,CHIle,Viña del Mar,CH,,
98076028Normal,CB01-5,Non,666.08999999999992,3,8.9,3.9,1,41167,41187,BRAsil,Rio,BR,,
98076029Normal,CB01-6,Day Off Full,188.72549999999998,1,9.99,6.99,2,41167,41184,URUguay,Montevideo,UR,,
98076032Normal,CB01-2,Non,666.08999999999992,3,8.55,5.55,3,41167,42682,PARaguay,Asunción,PA,,
98076027Normal,CC01-2,Special Day,102.43350000000001,3,9.88,5.88,1,41167,41182,VENezuela,Caracas,VE,,
98076026Normal,L02-5,Non,120.60000000000001,3,10,6,3,41167,41178,ECUador,Quito,EC,,
98076030Normal,L03-1,Cyber Monday,71.976,3,7.22,5.22,1,41167,41182,República DOminiCana,Santo Domingo,RD,,
